State/Area,Population,Labor Force,Labor Force %,Employed,Employment of Tot Pop %,Unemployed,Unemployment Rate,Date
Louisiana,3170000,1920047,60.6,1691024,53.3,229023,11.9,1983-07-01
Maine,854000,537600,63.0,492301,57.6,45299,8.4,1983-07-01
Maryland,3246000,2198745,67.7,2046056,63.0,152689,6.9,1983-07-01
Massachusetts,4472000,2996797,67.0,2796519,62.5,200278,6.7,1983-07-01
Michigan,6708000,4302628,64.1,3688354,55.0,614274,14.3,1983-07-01
Minnesota,3085000,2175942,70.5,2003426,64.9,172516,7.9,1983-07-01
Mississippi,1826000,1064513,58.3,935080,51.2,129433,12.2,1983-07-01
Missouri,3729000,2363021,63.4,2125921,57.0,237100,10.0,1983-07-01
Montana,597000,397664,66.6,363068,60.8,34596,8.7,1983-07-01
Nebraska,1174000,786743,67.0,744688,63.4,42055,5.3,1983-07-01
Nevada,671000,485705,72.4,439608,65.5,46097,9.5,1983-07-01
New Hampshire,721000,498717,69.2,472516,65.5,26201,5.3,1983-07-01
New Jersey,5783000,3694485,63.9,3398252,58.8,296233,8.0,1983-07-01
New Mexico,994000,609936,61.4,551198,55.5,58738,9.6,1983-07-01
New York,13551000,8066458,59.5,7361277,54.3,705181,8.7,1983-07-01
New York city,5671000,3073754,54.2,2772611,48.9,301143,9.8,1983-07-01
North Carolina,4488000,2949195,65.7,2684649,59.8,264546,9.0,1983-07-01
North Dakota,488000,319909,65.6,302303,61.9,17606,5.5,1983-07-01
Ohio,8029000,5102172,63.5,4474433,55.7,627739,12.3,1983-07-01
Oklahoma,2427000,1548828,63.8,1416871,58.4,131957,8.5,1983-07-01
Oregon,2006000,1334428,66.5,1191726,59.4,142702,10.7,1983-07-01
Pennsylvania,9179000,5486829,59.8,4859078,52.9,627751,11.4,1983-07-01
Rhode Island,735000,477858,65.0,438303,59.6,39555,8.3,1983-07-01
South Carolina,2342000,1481174,63.2,1340167,57.2,141007,9.5,1983-07-01
South Dakota,504000,334296,66.3,317257,62.9,17039,5.1,1983-07-01
Tennessee,3505000,2183562,62.3,1930749,55.1,252813,11.6,1983-07-01
Texas,11309000,7666775,67.8,7053672,62.4,613103,8.0,1983-07-01
Utah,1051000,688410,65.5,627739,59.7,60671,8.8,1983-07-01
Vermont,392000,264178,67.4,247643,63.2,16535,6.3,1983-07-01
Virginia,4083000,2726388,66.8,2555775,62.6,170613,6.3,1983-07-01
Washington,3186000,2059392,64.6,1831121,57.5,228271,11.1,1983-07-01
West Virginia,1472000,767200,52.1,630124,42.8,137076,17.9,1983-07-01
Wisconsin,3538000,2412109,68.2,2171047,61.4,241062,10.0,1983-07-01
Wyoming,364000,258571,71.0,237613,65.3,20958,8.1,1983-07-01
Alabama,2913000,1768126,60.7,1530233,52.5,237893,13.5,1983-08-01
Alaska,324000,234437,72.4,211664,65.3,22773,9.7,1983-08-01
Arizona,2200000,1394073,63.4,1280973,58.2,113100,8.1,1983-08-01
Arkansas,1719000,1031350,60.0,930794,54.1,100556,9.7,1983-08-01
California,18754000,12319495,65.7,11158314,59.5,1161181,9.4,1983-08-01
Los Angeles County,5930000,3829308,64.6,3464985,58.4,364323,9.5,1983-08-01
Colorado,2323000,1674946,72.1,1563625,67.3,111321,6.6,1983-08-01
Connecticut,2434000,1623161,66.7,1531304,62.9,91857,5.7,1983-08-01
Delaware,457000,296565,64.9,273785,59.9,22780,7.7,1983-08-01
District of Columbia,483000,318302,65.9,282284,58.4,36018,11.3,1983-08-01
Florida,8428000,4981875,59.1,4569638,54.2,412237,8.3,1983-08-01
Georgia,4157000,2702786,65.0,2496612,60.1,206174,7.6,1983-08-01
Hawaii,710000,473539,66.7,445010,62.7,28529,6.0,1983-08-01
Idaho,691000,455482,65.9,415893,60.2,39589,8.7,1983-08-01
Illinois,8580000,5608591,65.4,4970550,57.9,638041,11.4,1983-08-01
Indiana,4056000,2592368,63.9,2308231,56.9,284137,11.0,1983-08-01
Iowa,2159000,1426314,66.1,1315456,60.9,110858,7.8,1983-08-01
Kansas,1786000,1187649,66.5,1122257,62.8,65392,5.5,1983-08-01
Kentucky,2724000,1705360,62.6,1510520,55.5,194840,11.4,1983-08-01
Louisiana,3171000,1925503,60.7,1701497,53.7,224006,11.6,1983-08-01
Maine,855000,538819,63.0,494569,57.8,44250,8.2,1983-08-01
Maryland,3250000,2205051,67.8,2056385,63.3,148666,6.7,1983-08-01
Massachusetts,4476000,3005808,67.2,2809374,62.8,196434,6.5,1983-08-01
Michigan,6711000,4305561,64.2,3709064,55.3,596497,13.9,1983-08-01
Minnesota,3087000,2176892,70.5,2009001,65.1,167891,7.7,1983-08-01
Mississippi,1827000,1062926,58.2,937073,51.3,125853,11.8,1983-08-01
Missouri,3732000,2369173,63.5,2138476,57.3,230697,9.7,1983-08-01
Montana,597000,398605,66.8,364158,61.0,34447,8.6,1983-08-01
Nebraska,1175000,786028,66.9,745262,63.4,40766,5.2,1983-08-01
Nevada,673000,485979,72.2,441237,65.6,44742,9.2,1983-08-01
New Hampshire,722000,500537,69.3,475132,65.8,25405,5.1,1983-08-01
New Jersey,5788000,3712831,64.1,3423070,59.1,289761,7.8,1983-08-01
New Mexico,996000,610501,61.3,553177,55.5,57324,9.4,1983-08-01
New York,13558000,8080773,59.6,7390869,54.5,689904,8.5,1983-08-01
New York city,5676000,3078748,54.2,2780566,49.0,298182,9.7,1983-08-01
North Carolina,4495000,2960610,65.9,2703511,60.1,257099,8.7,1983-08-01
North Dakota,488000,320335,65.6,303116,62.1,17219,5.4,1983-08-01
Ohio,8030000,5102508,63.5,4495460,56.0,607048,11.9,1983-08-01
Oklahoma,2427000,1551776,63.9,1422606,58.6,129170,8.3,1983-08-01
Oregon,2008000,1332353,66.4,1190358,59.3,141995,10.7,1983-08-01
Pennsylvania,9181000,5490159,59.8,4880861,53.2,609298,11.1,1983-08-01
Rhode Island,736000,478306,65.0,439991,59.8,38315,8.0,1983-08-01
South Carolina,2345000,1481802,63.2,1346651,57.4,135151,9.1,1983-08-01
South Dakota,504000,334988,66.5,318380,63.2,16608,5.0,1983-08-01
Tennessee,3508000,2192681,62.5,1945288,55.5,247393,11.3,1983-08-01
Texas,11328000,7684526,67.8,7082471,62.5,602055,7.8,1983-08-01
Utah,1051000,689748,65.6,631344,60.1,58404,8.5,1983-08-01
Vermont,392000,264345,67.4,248275,63.3,16070,6.1,1983-08-01
Virginia,4089000,2735602,66.9,2569801,62.8,165801,6.1,1983-08-01
Washington,3190000,2065344,64.7,1839735,57.7,225609,10.9,1983-08-01
West Virginia,1472000,767684,52.2,632680,43.0,135004,17.6,1983-08-01
Wisconsin,3540000,2415714,68.2,2180270,61.6,235444,9.7,1983-08-01
Wyoming,364000,257843,70.8,238189,65.4,19654,7.6,1983-08-01
Alabama,2916000,1770630,60.7,1537640,52.7,232990,13.2,1983-09-01
Alaska,325000,235411,72.4,212343,65.3,23068,9.8,1983-09-01
Arizona,2206000,1398261,63.4,1292727,58.6,105534,7.5,1983-09-01
Arkansas,1721000,1034896,60.1,935105,54.3,99791,9.6,1983-09-01
California,18792000,12338962,65.7,11210014,59.7,1128948,9.1,1983-09-01
Los Angeles County,5940000,3830683,64.5,3478725,58.6,351958,9.2,1983-09-01
Colorado,2326000,1680008,72.2,1574097,67.7,105911,6.3,1983-09-01
Connecticut,2435000,1626512,66.8,1537364,63.1,89148,5.5,1983-09-01
Delaware,457000,297677,65.1,275155,60.2,22522,7.6,1983-09-01
District of Columbia,483000,318118,65.9,282232,58.4,35886,11.3,1983-09-01
Florida,8449000,5008601,59.3,4608320,54.5,400281,8.0,1983-09-01
Georgia,4164000,2709872,65.1,2507725,60.2,202147,7.5,1983-09-01
Hawaii,711000,474061,66.7,445870,62.7,28191,5.9,1983-09-01
Idaho,692000,456908,66.0,418075,60.4,38833,8.5,1983-09-01
Illinois,8584000,5604274,65.3,4989517,58.1,614757,11.0,1983-09-01
Indiana,4058000,2599759,64.1,2320651,57.2,279108,10.7,1983-09-01
Iowa,2160000,1427216,66.1,1319125,61.1,108091,7.6,1983-09-01
Kansas,1787000,1187931,66.5,1123563,62.9,64368,5.4,1983-09-01
Kentucky,2724000,1706376,62.6,1516539,55.7,189837,11.1,1983-09-01
Louisiana,3173000,1927959,60.8,1710733,53.9,217226,11.3,1983-09-01
Maine,856000,539733,63.1,496698,58.0,43035,8.0,1983-09-01
Maryland,3253000,2210256,67.9,2065869,63.5,144387,6.5,1983-09-01
Massachusetts,4479000,3013543,67.3,2820908,63.0,192635,6.4,1983-09-01
Michigan,6714000,4302409,64.1,3725615,55.5,576794,13.4,1983-09-01
Minnesota,3089000,2177871,70.5,2014150,65.2,163721,7.5,1983-09-01
Mississippi,1828000,1059952,58.0,937754,51.3,122198,11.5,1983-09-01
Missouri,3734000,2373984,63.6,2150064,57.6,223920,9.4,1983-09-01
Montana,598000,399219,66.8,365052,61.0,34167,8.6,1983-09-01
Nebraska,1175000,785558,66.9,745671,63.5,39887,5.1,1983-09-01
Nevada,674000,486412,72.2,443015,65.7,43397,8.9,1983-09-01
New Hampshire,724000,502377,69.4,477603,66.0,24774,4.9,1983-09-01
New Jersey,5793000,3727732,64.3,3445738,59.5,281994,7.6,1983-09-01
New Mexico,997000,610821,61.3,554948,55.7,55873,9.1,1983-09-01
New York,13565000,8084502,59.6,7412353,54.6,672149,8.3,1983-09-01
New York city,5680000,3080838,54.2,2787633,49.1,293205,9.5,1983-09-01
North Carolina,4502000,2968916,65.9,2720080,60.4,248836,8.4,1983-09-01
North Dakota,488000,320840,65.7,303874,62.3,16966,5.3,1983-09-01
Ohio,8030000,5098442,63.5,4513153,56.2,585289,11.5,1983-09-01
Oklahoma,2427000,1553154,64.0,1426904,58.8,126250,8.1,1983-09-01
Oregon,2009000,1329849,66.2,1189098,59.2,140751,10.6,1983-09-01
Pennsylvania,9182000,5489585,59.8,4898415,53.3,591170,10.8,1983-09-01
Rhode Island,736000,478523,65.0,441673,60.0,36850,7.7,1983-09-01
South Carolina,2348000,1483051,63.2,1352733,57.6,130318,8.8,1983-09-01
South Dakota,505000,335649,66.5,319403,63.2,16246,4.8,1983-09-01
Tennessee,3511000,2199154,62.6,1958634,55.8,240520,10.9,1983-09-01
Texas,11347000,7694426,67.8,7106089,62.6,588337,7.6,1983-09-01
Utah,1051000,690966,65.7,634859,60.4,56107,8.1,1983-09-01
Vermont,393000,264525,67.3,248842,63.3,15683,5.9,1983-09-01
Virginia,4096000,2742486,67.0,2581689,63.0,160797,5.9,1983-09-01
Washington,3193000,2069654,64.8,1847109,57.8,222545,10.8,1983-09-01
West Virginia,1471000,767575,52.2,635028,43.2,132547,17.3,1983-09-01
Wisconsin,3541000,2417544,68.3,2188076,61.8,229468,9.5,1983-09-01
Wyoming,364000,257467,70.7,238853,65.6,18614,7.2,1983-09-01
Alabama,2918000,1770977,60.7,1543879,52.9,227098,12.8,1983-10-01
Alaska,326000,236312,72.5,212893,65.3,23419,9.9,1983-10-01
Arizona,2213000,1401248,63.3,1303358,58.9,97890,7.0,1983-10-01
Arkansas,1722000,1038727,60.3,940052,54.6,98675,9.5,1983-10-01
California,18831000,12354670,65.6,11256541,59.8,1098129,8.9,1983-10-01
Los Angeles County,5949000,3830366,64.4,3491026,58.7,339340,8.9,1983-10-01
Colorado,2329000,1684607,72.3,1583321,68.0,101286,6.0,1983-10-01
Connecticut,2437000,1629496,66.9,1542786,63.3,86710,5.3,1983-10-01
Delaware,458000,298804,65.2,276645,60.4,22159,7.4,1983-10-01
District of Columbia,483000,317798,65.8,282169,58.4,35629,11.2,1983-10-01
Florida,8471000,5027166,59.3,4640444,54.8,386722,7.7,1983-10-01
Georgia,4172000,2714055,65.1,2517653,60.3,196402,7.2,1983-10-01
Hawaii,712000,474046,66.6,446200,62.7,27846,5.9,1983-10-01
Idaho,693000,458131,66.1,420313,60.7,37818,8.3,1983-10-01
Illinois,8587000,5597655,65.2,5004881,58.3,592774,10.6,1983-10-01
Indiana,4060000,2603147,64.1,2331035,57.4,272112,10.5,1983-10-01
Iowa,2160000,1426356,66.0,1320953,61.2,105403,7.4,1983-10-01
Kansas,1788000,1187769,66.4,1124300,62.9,63469,5.3,1983-10-01
Kentucky,2725000,1706109,62.6,1522525,55.9,183584,10.8,1983-10-01
Louisiana,3174000,1927558,60.7,1718332,54.1,209226,10.9,1983-10-01
Maine,857000,540480,63.1,498755,58.2,41725,7.7,1983-10-01
Maryland,3257000,2213549,68.0,2073984,63.7,139565,6.3,1983-10-01
Massachusetts,4483000,3019157,67.3,2830725,63.1,188432,6.2,1983-10-01
Michigan,6716000,4295595,64.0,3738932,55.7,556663,13.0,1983-10-01
Minnesota,3090000,2179168,70.5,2019135,65.3,160033,7.3,1983-10-01
Mississippi,1829000,1056389,57.8,937595,51.3,118794,11.2,1983-10-01
Missouri,3737000,2377682,63.6,2160352,57.8,217330,9.1,1983-10-01
Montana,598000,399468,66.8,365765,61.2,33703,8.4,1983-10-01
Nebraska,1176000,785279,66.8,746067,63.4,39212,5.0,1983-10-01
Nevada,676000,487071,72.1,444991,65.8,42080,8.6,1983-10-01
New Hampshire,725000,504187,69.5,479998,66.2,24189,4.8,1983-10-01
New Jersey,5797000,3739051,64.5,3465864,59.8,273187,7.3,1983-10-01
New Mexico,999000,611046,61.2,556735,55.7,54311,8.9,1983-10-01
New York,13572000,8078782,59.5,7425886,54.7,652896,8.1,1983-10-01
New York city,5684000,3080447,54.2,2793748,49.2,286699,9.3,1983-10-01
North Carolina,4509000,2973935,66.0,2734592,60.6,239343,8.0,1983-10-01
North Dakota,488000,321351,65.9,304569,62.4,16782,5.2,1983-10-01
Ohio,8031000,5090556,63.4,4527151,56.4,563405,11.1,1983-10-01
Oklahoma,2427000,1553049,64.0,1430029,58.9,123020,7.9,1983-10-01
Oregon,2011000,1327215,66.0,1188672,59.1,138543,10.4,1983-10-01
Pennsylvania,9184000,5485769,59.7,4912018,53.5,573751,10.5,1983-10-01
Rhode Island,737000,478743,65.0,443459,60.2,35284,7.4,1983-10-01
South Carolina,2351000,1484522,63.1,1358504,57.8,126018,8.5,1983-10-01
South Dakota,505000,336197,66.6,320289,63.4,15908,4.7,1983-10-01
Tennessee,3514000,2202381,62.7,1970167,56.1,232214,10.5,1983-10-01
Texas,11366000,7695977,67.7,7124533,62.7,571444,7.4,1983-10-01
Utah,1050000,691994,65.9,638015,60.8,53979,7.8,1983-10-01
Vermont,393000,264747,67.4,249358,63.4,15389,5.8,1983-10-01
Virginia,4102000,2747448,67.0,2592060,63.2,155388,5.7,1983-10-01
Washington,3197000,2071678,64.8,1852757,58.0,218921,10.6,1983-10-01
West Virginia,1471000,766752,52.1,637205,43.3,129547,16.9,1983-10-01
Wisconsin,3543000,2416512,68.2,2194401,61.9,222111,9.2,1983-10-01
Wyoming,364000,257263,70.7,239384,65.8,17879,6.9,1983-10-01
Alabama,2921000,1770548,60.6,1549445,53.0,221103,12.5,1983-11-01
Alaska,328000,237223,72.3,213451,65.1,23772,10.0,1983-11-01
Arizona,2219000,1403535,63.3,1312542,59.2,90993,6.5,1983-11-01
Arkansas,1724000,1042446,60.5,945177,54.8,97269,9.3,1983-11-01
California,18869000,12370076,65.6,11298898,59.9,1071178,8.7,1983-11-01
Los Angeles County,5959000,3830423,64.3,3502015,58.8,328408,8.6,1983-11-01
Colorado,2332000,1688556,72.4,1591133,68.2,97423,5.8,1983-11-01
Connecticut,2439000,1632223,66.9,1547744,63.5,84479,5.2,1983-11-01
Delaware,458000,299844,65.5,278200,60.7,21644,7.2,1983-11-01
District of Columbia,483000,317389,65.7,282202,58.4,35187,11.1,1983-11-01
Florida,8493000,5039641,59.3,4666724,54.9,372917,7.4,1983-11-01
Georgia,4180000,2716048,65.0,2526436,60.4,189612,7.0,1983-11-01
Hawaii,713000,473654,66.4,446142,62.6,27512,5.8,1983-11-01
Idaho,694000,459010,66.1,422437,60.9,36573,8.0,1983-11-01
Illinois,8591000,5591246,65.1,5016965,58.4,574281,10.3,1983-11-01
Indiana,4062000,2603826,64.1,2339828,57.6,263998,10.1,1983-11-01
Iowa,2160000,1423915,65.9,1321094,61.2,102821,7.2,1983-11-01
Kansas,1789000,1187458,66.4,1124847,62.9,62611,5.3,1983-11-01
Kentucky,2726000,1705424,62.6,1528108,56.1,177316,10.4,1983-11-01
Louisiana,3175000,1925477,60.6,1724323,54.3,201154,10.4,1983-11-01
Maine,858000,541249,63.1,500824,58.4,40425,7.5,1983-11-01
Maryland,3260000,2214914,67.9,2080479,63.8,134435,6.1,1983-11-01
Massachusetts,4486000,3022719,67.4,2838914,63.3,183805,6.1,1983-11-01
Michigan,6719000,4289109,63.8,3750784,55.8,538325,12.6,1983-11-01
Minnesota,3092000,2181306,70.5,2024359,65.5,156947,7.2,1983-11-01
Mississippi,1830000,1053405,57.6,937422,51.2,115983,11.0,1983-11-01
Missouri,3739000,2380480,63.7,2169106,58.0,211374,8.9,1983-11-01
Montana,599000,399469,66.7,366356,61.2,33113,8.3,1983-11-01
Nebraska,1176000,785180,66.8,746544,63.5,38636,4.9,1983-11-01
Nevada,678000,487951,72.0,447095,65.9,40856,8.4,1983-11-01
New Hampshire,727000,505957,69.6,482413,66.4,23544,4.7,1983-11-01
New Jersey,5802000,3748490,64.6,3483849,60.0,264641,7.1,1983-11-01
New Mexico,1000000,611497,61.1,558778,55.9,52719,8.6,1983-11-01
New York,13579000,8067726,59.4,7433476,54.7,634250,7.9,1983-11-01
New York city,5689000,3078461,54.1,2798785,49.2,279676,9.1,1983-11-01
North Carolina,4516000,2976909,65.9,2747800,60.8,229109,7.7,1983-11-01
North Dakota,489000,321835,65.8,305233,62.4,16602,5.2,1983-11-01
Ohio,8032000,5081358,63.3,4537774,56.5,543584,10.7,1983-11-01
Oklahoma,2426000,1552119,64.0,1432364,59.0,119755,7.7,1983-11-01
Oregon,2013000,1325116,65.8,1189575,59.1,135541,10.2,1983-11-01
Pennsylvania,9185000,5480148,59.7,4922353,53.6,557795,10.2,1983-11-01
Rhode Island,737000,479145,65.0,445369,60.4,33776,7.0,1983-11-01
South Carolina,2354000,1485925,63.1,1364055,57.9,121870,8.2,1983-11-01
South Dakota,505000,336645,66.7,321082,63.6,15563,4.6,1983-11-01
Tennessee,3517000,2203024,62.6,1979604,56.3,223420,10.1,1983-11-01
Texas,11385000,7692297,67.6,7139315,62.7,552982,7.2,1983-11-01
Utah,1050000,692797,66.0,640708,61.0,52089,7.5,1983-11-01
Vermont,393000,265046,67.4,249854,63.6,15192,5.7,1983-11-01
Virginia,4108000,2751534,67.0,2601729,63.3,149805,5.4,1983-11-01
Washington,3201000,2071483,64.7,1856634,58.0,214849,10.4,1983-11-01
West Virginia,1471000,765467,52.0,639246,43.5,126221,16.5,1983-11-01
Wisconsin,3544000,2412883,68.1,2199485,62.1,213398,8.8,1983-11-01
Wyoming,363000,256972,70.8,239646,66.0,17326,6.7,1983-11-01
Alabama,2923000,1770630,60.6,1554955,53.2,215675,12.2,1983-12-01
Alaska,329000,238218,72.4,214128,65.1,24090,10.1,1983-12-01
Arizona,2226000,1405824,63.2,1320468,59.3,85356,6.1,1983-12-01
Arkansas,1725000,1045712,60.6,949870,55.1,95842,9.2,1983-12-01
California,18908000,12390658,65.5,11340747,60.0,1049911,8.5,1983-12-01
Los Angeles County,5968000,3832776,64.2,3512007,58.8,320769,8.4,1983-12-01
Colorado,2335000,1692143,72.5,1597834,68.4,94309,5.6,1983-12-01
Connecticut,2440000,1635203,67.0,1552661,63.6,82542,5.0,1983-12-01
Delaware,459000,300781,65.5,279799,61.0,20982,7.0,1983-12-01
District of Columbia,483000,316943,65.6,282434,58.5,34509,10.9,1983-12-01
Florida,8514000,5050684,59.3,4690064,55.1,360620,7.1,1983-12-01
Georgia,4187000,2717726,64.9,2534982,60.5,182744,6.7,1983-12-01
Hawaii,714000,473238,66.3,446004,62.5,27234,5.8,1983-12-01
Idaho,695000,459609,66.1,424265,61.0,35344,7.7,1983-12-01
Illinois,8594000,5588584,65.0,5028028,58.5,560556,10.0,1983-12-01
Indiana,4064000,2604679,64.1,2348636,57.8,256043,9.8,1983-12-01
Iowa,2160000,1420944,65.8,1320307,61.1,100637,7.1,1983-12-01
Kansas,1790000,1187735,66.4,1125825,62.9,61910,5.2,1983-12-01
Kentucky,2726000,1705624,62.6,1533194,56.2,172430,10.1,1983-12-01
Louisiana,3177000,1923918,60.6,1729452,54.4,194466,10.1,1983-12-01
Maine,859000,542173,63.1,502990,58.6,39183,7.2,1983-12-01
Maryland,3264000,2215318,67.9,2085621,63.9,129697,5.9,1983-12-01
Massachusetts,4490000,3025251,67.4,2846466,63.4,178785,5.9,1983-12-01
Michigan,6722000,4287170,63.8,3763449,56.0,523721,12.2,1983-12-01
Minnesota,3094000,2184663,70.6,2030190,65.6,154473,7.1,1983-12-01
Mississippi,1831000,1052182,57.5,938296,51.2,113886,10.8,1983-12-01
Missouri,3742000,2382938,63.7,2176781,58.2,206157,8.7,1983-12-01
Montana,599000,399415,66.7,366941,61.3,32474,8.1,1983-12-01
Nebraska,1177000,785255,66.7,747161,63.5,38094,4.9,1983-12-01
Nevada,679000,489057,72.0,449259,66.2,39798,8.1,1983-12-01
New Hampshire,728000,507699,69.7,484843,66.6,22856,4.5,1983-12-01
New Jersey,5807000,3759241,64.7,3501387,60.3,257854,6.9,1983-12-01
New Mexico,1002000,612416,61.1,561180,56.0,51236,8.4,1983-12-01
New York,13586000,8057585,59.3,7439623,54.8,617962,7.7,1983-12-01
New York city,5693000,3076441,54.0,2803008,49.2,273433,8.9,1983-12-01
North Carolina,4523000,2980326,65.9,2761284,61.0,219042,7.3,1983-12-01
North Dakota,489000,322363,65.9,305922,62.6,16441,5.1,1983-12-01
Ohio,8032000,5074636,63.2,4546696,56.6,527940,10.4,1983-12-01
Oklahoma,2426000,1551352,63.9,1434509,59.1,116843,7.5,1983-12-01
Oregon,2014000,1324326,65.8,1191923,59.2,132403,10.0,1983-12-01
Pennsylvania,9187000,5475329,59.6,4931102,53.7,544227,9.9,1983-12-01
Rhode Island,738000,479814,65.0,447365,60.6,32449,6.8,1983-12-01
South Carolina,2357000,1487170,63.1,1369412,58.1,117758,7.9,1983-12-01
South Dakota,506000,337085,66.6,321867,63.6,15218,4.5,1983-12-01
Tennessee,3520000,2202763,62.6,1987569,56.5,215194,9.8,1983-12-01
Texas,11404000,7688988,67.4,7153561,62.7,535427,7.0,1983-12-01
Utah,1050000,693532,66.1,643078,61.2,50454,7.3,1983-12-01
Vermont,394000,265428,67.4,250376,63.5,15052,5.7,1983-12-01
Virginia,4114000,2756905,67.0,2611981,63.5,144924,5.3,1983-12-01
Washington,3204000,2070142,64.6,1859260,58.0,210882,10.2,1983-12-01
West Virginia,1470000,764297,52.0,641272,43.6,123025,16.1,1983-12-01
Wisconsin,3546000,2408473,67.9,2203892,62.2,204581,8.5,1983-12-01
Wyoming,363000,256491,70.7,239616,66.0,16875,6.6,1983-12-01
Alabama,2925000,1771946,60.6,1561134,53.4,210812,11.9,1984-01-01
Alaska,330000,239323,72.5,214983,65.1,24340,10.2,1984-01-01
Arizona,2232000,1408788,63.1,1327887,59.5,80901,5.7,1984-01-01
Arkansas,1726000,1048350,60.7,953758,55.3,94592,9.0,1984-01-01
California,18946000,12419719,65.6,11387443,60.1,1032276,8.3,1984-01-01
Los Angeles County,5978000,3836894,64.2,3521519,58.9,315375,8.2,1984-01-01
Colorado,2338000,1696023,72.5,1604104,68.6,91919,5.4,1984-01-01
Connecticut,2442000,1638879,67.1,1558075,63.8,80804,4.9,1984-01-01
Delaware,459000,301673,65.7,281412,61.3,20261,6.7,1984-01-01
District of Columbia,483000,316629,65.6,283042,58.6,33587,10.6,1984-01-01
Florida,8536000,5064473,59.3,4714506,55.2,349967,6.9,1984-01-01
Georgia,4195000,2720990,64.9,2544726,60.7,176264,6.5,1984-01-01
Hawaii,714000,473143,66.3,446102,62.5,27041,5.7,1984-01-01
Idaho,695000,460044,66.2,425694,61.3,34350,7.5,1984-01-01
Illinois,8597000,5590739,65.0,5041504,58.6,549235,9.8,1984-01-01
Indiana,4066000,2607658,64.1,2359294,58.0,248364,9.5,1984-01-01
Iowa,2161000,1418703,65.7,1319554,61.1,99149,7.0,1984-01-01
Kansas,1791000,1189135,66.4,1127846,63.0,61289,5.2,1984-01-01
Kentucky,2727000,1706834,62.6,1537796,56.4,169038,9.9,1984-01-01
Louisiana,3178000,1924655,60.6,1734897,54.6,189758,9.9,1984-01-01
Maine,860000,543335,63.2,505345,58.8,37990,7.0,1984-01-01
